3104106;Arceburgo;MG
3503356;Arco-iris;SP
3104205;Arcos;MG
2601201;Arcoverde;PE
3104304;Areado;MG
3300225;Areal;RJ
3503406;Arealva;SP
2501104;Areia;PB
2401107;Areia Branca;RN
2800506;Areia Branca;SE
2501153;Areia de Baraunas;PB
2501203;Areial;PB
3503505;Areias;SP
3503604;Areiopolis;SP
5101308;ArenApolis;MT
5202353;Arenopolis;GO
2401206;Ares;RN
3104403;Argirita;MG
3104452;Aricanduva;MG
3104502;Arinos;MG
5101407;Aripuana;MT
1100023;Ariquemes;RO
3503703;Ariranha;SP
4101853;Ariranha do Ivai;PR
3300233;Armacao dos Buzios;RJ
4201505;Armazem;SC
2301505;Arneiroz;CE
2200905;Aroazes;PI
2501302;Aroeiras;PB
2200954;Aroeiras do Itaim;PI
2201002;Arraial;PI
3300258;Arraial do Cabo;RJ
1702406;Arraias;TO
4301008;Arroio do Meio;RS
4301073;Arroio do Padre;RS
4301057;Arroio do Sal;RS
4301206;Arroio do Tigre;RS
4301107;Arroio dos Ratos;RS
4301305;Arroio Grande;RS
4201604;Arroio Trinta;SC
3503802;Artur Nogueira;SP
5202502;Aruana;GO
3503901;ArujA;SP
4201653;Arvoredo;SC
4301404;Arvorezinha;RS
4201703;Ascurra;SC
3503950;AspAsia;SP
4101903;Assai;PR
2301604;Assare;CE
3504008;Assis;SP
1200054;Assis Brasil;AC
4102000;Assis Chateaubriand;PR
2501351;Assuncao;PB
2201051;Assuncao do Piaui;PI
3104601;Astolfo Dutra;MG
4102109;Astorga;PR
2700409;Atalaia;AL
4102208;Atalaia;PR
1300201;Atalaia do Norte;AM
4201802;Atalanta;SC
3104700;Ataleia;MG
3504107;Atibaia;SP
3200706;Atilio Vivacqua;ES
1702554;Augustinopolis;TO
1500909;Augusto Correa;PA
3104809;Augusto de Lima;MG
4301503;Augusto Pestana;RS
2401305;Augusto Severo;RN
4301552;Aurea;RS
2902401;Aurelino Leal;BA
3504206;Auriflama;SP
5202601;Aurilandia;GO
2301703;Aurora;CE
4201901;Aurora;SC
1500958;Aurora do ParA;PA
1702703;Aurora do Tocantins;TO
1300300;Autazes;AM
3504305;Avai;SP
3504404;Avanhandava;SP
3504503;Avare;SP
1501006;Aveiro;PA
2201101;Avelino Lopes;PI
5202809;Avelinopolis;GO
2101103;AxixA;MA
1702901;AxixA do Tocantins;TO
1703008;Babaculandia;TO
2101202;Bacabal;MA
2101251;Bacabeira;MA
2101301;Bacuri;MA
2101350;Bacurituba;MA
3504602;Bady Bassitt;SP
3104908;Baependi;MG
4301602;Bage;RS
1501105;Bagre;PA
2501401;Baia da Traicao;PB
2401404;Baia Formosa;RN
2902500;Baianopolis;BA
1501204;Baiao;PA
2902609;Baixa Grande;BA
2201150;Baixa Grande do Ribeiro;PI
2301802;Baixio;CE
3200805;Baixo Guandu;ES
3504701;Balbinos;SP
3105004;Baldim;MG
5203104;Baliza;GO
4201950;BalneArio Arroio do Silva;SC
4202057;BalneArio Barra do Sul;SC
4202008;BalneArio Camboriu;SC
4202073;BalneArio Gaivota;SC
4212809;BalneArio Picarras;SC
4301636;BalneArio Pinhal;RS
4102307;Balsa Nova;PR
3504800;BAlsamo;SP
2101400;Balsas;MA
3105103;Bambui;MG
2301851;Banabuiu;CE
3504909;Bananal;SP
2501500;Bananeiras;PB
3105202;Bandeira;MG
3105301;Bandeira do Sul;MG
4202081;Bandeirante;SC
5001508;Bandeirantes;MS
4102406;Bandeirantes;PR
1703057;Bandeirantes do Tocantins;TO
1501253;Bannach;PA
2902658;Banzae;BA
4301651;Barao;RS
3505005;Barao de Antonina;SP
3105400;Barao de Cocais;MG
4301701;Barao de Cotegipe;RS
2101509;Barao de Grajau;MA
5101605;Barao de Melgaco;MT
3105509;Barao de Monte Alto;MG
4301750;Barao do Triunfo;RS
2501534;Barauna;PB
2401453;Barauna;RN
3105608;Barbacena;MG
2301901;Barbalha;CE
3505104;Barbosa;SP
4102505;Barbosa Ferraz;PR
1501303;Barcarena;PA
2401503;Barcelona;RN
1300409;Barcelos;AM
3505203;Bariri;SP
2902708;Barra;BA
4202099;Barra Bonita;SC
3505302;Barra Bonita;SP
2902807;Barra da Estiva;BA
2201176;Barra D''Alcantara;PI
2601300;Barra de Guabiraba;PE
2501609;Barra de Santa Rosa;PB
2501575;Barra de Santana;PB
2700508;Barra de Santo Antonio;AL
3200904;Barra de Sao Francisco;ES
2700607;Barra de Sao Miguel;AL
2501708;Barra de Sao Miguel;PB
5101704;Barra do Bugres;MT
3505351;Barra do Chapeu;SP
2902906;Barra do Choca;BA
2101608;Barra do Corda;MA
5101803;Barra do Garcas;MT
4301859;Barra do Guarita;RS
4102703;Barra do Jacare;PR
2903003;Barra do Mendes;BA
1703073;Barra do Ouro;TO
3300308;Barra do Pirai;RJ
4301875;Barra do Quarai;RS
4301909;Barra do Ribeiro;RS
4301925;Barra do Rio Azul;RS
2903102;Barra do Rocha;BA
3505401;Barra do Turvo;SP
2800605;Barra dos Coqueiros;SE
4301958;Barra Funda;RS
3105707;Barra Longa;MG
3300407;Barra Mansa;RJ
4202107;Barra Velha;SC
4102604;Barracao;PR
4301800;Barracao;RS
2201200;Barras;PI
2301950;Barreira;CE
2903201;Barreiras;BA
2201309;Barreiras do Piaui;PI
1300508;Barreirinha;AM
2101707;Barreirinhas;MA
2601409;Barreiros;PE
3505500;Barretos;SP
3505609;Barrinha;SP
2302008;Barro;CE
2903235;Barro Alto;BA
5203203;Barro Alto;GO
2201408;Barro Duro;PI
2903300;Barro Preto;BA
2903276;Barrocas;BA
1703107;Barrolandia;TO
2302057;Barroquinha;CE
4302006;Barros Cassal;RS
3105905;Barroso;MG
3505708;Barueri;SP
3505807;Bastos;SP
5001904;Bataguassu;MS
2700706;Batalha;AL
2201507;Batalha;PI
3505906;Batatais;SP
5002001;Bataypora;MS
2302107;Baturite;CE
3506003;Bauru;SP
2501807;Bayeux;PB
3506102;Bebedouro;SP
2302206;Beberibe;CE
2302305;Bela Cruz;CE
5002100;Bela Vista;MS
4102752;Bela Vista da Caroba;PR
5203302;Bela Vista de GoiAs;GO
3106002;Bela Vista de Minas;MG
2101772;Bela Vista do Maranhao;MA
4102802;Bela Vista do Paraiso;PR
2201556;Bela Vista do Piaui;PI
4202131;Bela Vista do Toldo;SC
2101731;BelAgua;MA
2700805;Belem;AL
1501402;Belem;PA
2501906;Belem;PB
2601508;Belem de Maria;PE
2502003;Belem do Brejo do Cruz;PB
2201572;Belem do Piaui;PI
2601607;Belem do Sao Francisco;PE
3300456;Belford Roxo;RJ
3106101;Belmiro Braga;MG
2903409;Belmonte;BA
4202156;Belmonte;SC
2903508;Belo Campo;BA
3106200;Belo Horizonte;MG
2601706;Belo Jardim;PE
2700904;Belo Monte;AL
3106309;Belo Oriente;MG
3106408;Belo Vale;MG
1501451;Belterra;PA
2201606;Beneditinos;PI
2101806;Benedito Leite;MA
4202206;Benedito Novo;SC
1501501;Benevides;PA
1300607;Benjamin Constant;AM
4302055;Benjamin Constant do Sul;RS
3506201;Bento de Abreu;SP
2401602;Bento Fernandes;RN
4302105;Bento Goncalves;RS
2101905;Bequimao;MA
3106507;Berilo;MG
3106655;Berizal;MG
2502052;Bernardino Batista;PB
3506300;Bernardino de Campos;SP
2101939;Bernardo do Mearim;MA
1703206;Bernardo Sayao;TO
3506359;Bertioga;SP
2201705;Bertolinia;PI
3106606;Bertopolis;MG
1300631;Beruri;AM
2601805;Betania;PE
2201739;Betania do Piaui;PI
3106705;Betim;MG
2601904;Bezerros;PE
3106804;Bias Fortes;MG
3106903;Bicas;MG
4202305;Biguacu;SC
3506409;Bilac;SP
3107000;Biquinhas;MG
3506508;Birigui;SP
3506607;Biritiba-Mirim;SP
2903607;Biritinga;BA
4102901;Bituruna;PR
4202404;Blumenau;SC
3201001;Boa Esperanca;ES
3107109;Boa Esperanca;MG
4103008;Boa Esperanca;PR
4103024;Boa Esperanca do Iguacu;PR
3506706;Boa Esperanca do Sul;SP
2201770;Boa Hora;PI
2903706;Boa Nova;BA
2502102;Boa Ventura;PB
4103040;Boa Ventura de Sao Roque;PR
2302404;Boa Viagem;CE
2502151;Boa Vista;PB
1400100;Boa Vista;RR
4103057;Boa Vista da Aparecida;PR
4302154;Boa Vista das Missoes;RS
4302204;Boa Vista do BuricA;RS
4302220;Boa Vista do Cadeado;RS
2101970;Boa Vista do Gurupi;MA
4302238;Boa Vista do Incra;RS
1300680;Boa Vista do Ramos;AM
4302253;Boa Vista do Sul;RS
2903805;Boa Vista do Tupim;BA
2701001;Boca da Mata;AL
1300706;Boca do Acre;AM
2201804;Bocaina;PI
3506805;Bocaina;SP
3107208;Bocaina de Minas;MG
4202438;Bocaina do Sul;SC
3107307;Bocaiuva;MG
4103107;Bocaiuva do Sul;PR
2401651;Bodo;RN
2602001;Bodoco;PE
5002159;Bodoquena;MS
3506904;Bofete;SP
3507001;Boituva;SP
2602100;Bom Conselho;PE
3107406;Bom Despacho;MG
2102002;Bom Jardim;MA
2602209;Bom Jardim;PE
3300506;Bom Jardim;RJ
4202503;Bom Jardim da Serra;SC
5203401;Bom Jardim de GoiAs;GO
3107505;Bom Jardim de Minas;MG
2502201;Bom Jesus;PB
2201903;Bom Jesus;PI
2401701;Bom Jesus;RN
4302303;Bom Jesus;RS
4202537;Bom Jesus;SC
2903904;Bom Jesus da Lapa;BA
3107604;Bom Jesus da Penha;MG
2903953;Bom Jesus da Serra;BA
2102036;Bom Jesus das Selvas;MA
5203500;Bom Jesus de GoiAs;GO
3107703;Bom Jesus do Amparo;MG
5101852;Bom Jesus do Araguaia;MT
3107802;Bom Jesus do Galho;MG
3300605;Bom Jesus do Itabapoana;RJ
3201100;Bom Jesus do Norte;ES
4202578;Bom Jesus do Oeste;SC
4103156;Bom Jesus do Sul;PR
1501576;Bom Jesus do Tocantins;PA
1703305;Bom Jesus do Tocantins;TO
3507100;Bom Jesus dos Perdoes;SP
2102077;Bom Lugar;MA
4302352;Bom Principio;RS
2201919;Bom Principio do Piaui;PI
4302378;Bom Progresso;RS
3107901;Bom Repouso;MG
4202602;Bom Retiro;SC
4302402;Bom Retiro do Sul;RS
3108008;Bom Sucesso;MG
2502300;Bom Sucesso;PB
4103206;Bom Sucesso;PR
3507159;Bom Sucesso de Itarare;SP
4103222;Bom Sucesso do Sul;PR
4202453;Bombinhas;SC
3108107;Bonfim;MG
1400159;Bonfim;RR
2201929;Bonfim do Piaui;PI
5203559;Bonfinopolis;GO
3108206;Bonfinopolis de Minas;MG
2904001;Boninal;BA
2904050;Bonito;BA
5002209;Bonito;MS
1501600;Bonito;PA
2602308;Bonito;PE
3108255;Bonito de Minas;MG
2502409;Bonito de Santa Fe;PB
5203575;Bonopolis;GO
2502508;Boqueirao;PB
4302451;Boqueirao do Leao;RS
2201945;Boqueirao do Piaui;PI
2800670;Boquim;SE
2904100;Boquira;BA
3507209;BorA;SP
3507308;Boraceia;SP
1300805;Borba;AM
2502706;Borborema;PB
3507407;Borborema;SP
3108305;Borda da Mata;MG
3507456;Borebi;SP
4103305;Borrazopolis;PR
4302501;Bossoroca;RS
3108404;Botelhos;MG
3507506;Botucatu;SP
3108503;Botumirim;MG
2904209;Botupora;BA
4202701;BotuverA;SC
4302584;Bozano;RS
4202800;Braco do Norte;SC
4202859;Braco do Trombudo;SC
4302600;Braga;RS
1501709;Braganca;PA
3507605;Braganca Paulista;SP
4103354;Braganey;PR
2701100;Branquinha;AL
3108701;BrAs Pires;MG
1501725;Brasil Novo;PA
5002308;Brasilandia;MS
3108552;Brasilandia de Minas;MG
4103370;Brasilandia do Sul;PR
1703602;Brasilandia do Tocantins;TO
1200104;Brasileia;AC
2201960;Brasileira;PI
5300108;Brasilia;DF
3108602;Brasilia de Minas;MG
5101902;Brasnorte;MT
3108909;Brasopolis;MG
3507704;Brauna;SP
3108800;Braunas;MG
5203609;Brazabrantes;GO
2602407;Brejao;PE
3201159;Brejetuba;ES
2602506;Brejinho;PE
2401800;Brejinho;RN
1703701;Brejinho de Nazare;TO
2102101;Brejo;MA
3507753;Brejo Alegre;SP
2602605;Brejo da Madre de Deus;PE
2102150;Brejo de Areia;MA
2502805;Brejo do Cruz;PB
2201988;Brejo do Piaui;PI
2502904;Brejo dos Santos;PB
2800704;Brejo Grande;SE
1501758;Brejo Grande do Araguaia;PA
2302503;Brejo Santo;CE
2904308;Brejoes;BA
2904407;Brejolandia;BA
1501782;Breu Branco;PA
1501808;Breves;PA
5203807;Britania;GO
4302659;Brochier;RS
3507803;Brodowski;SP
3507902;Brotas;SP
2904506;Brotas de Macaubas;BA
3109006;Brumadinho;MG
2904605;Brumado;BA
4202875;Brunopolis;SC
4202909;Brusque;SC
3109105;Bueno Brandao;MG
3109204;Buenopolis;MG
2602704;Buenos Aires;PE
2904704;Buerarema;BA
3109253;Bugre;MG
2602803;Buique;PE
1200138;Bujari;AC
1501907;Bujaru;PA
3508009;Buri;SP
3508108;Buritama;SP
2102200;Buriti;MA
5203906;Buriti Alegre;GO
2102309;Buriti Bravo;MA
5203939;Buriti de GoiAs;GO
1703800;Buriti do Tocantins;TO
2202000;Buriti dos Lopes;PI
2202026;Buriti dos Montes;PI
2102325;Buriticupu;MA
5203962;Buritinopolis;GO
2904753;Buritirama;BA
2102358;Buritirana;MA
3109303;Buritis;MG
1100452;Buritis;RO
3508207;Buritizal;SP
3109402;Buritizeiro;MG
4302709;ButiA;RS
1300839;Caapiranga;AM
2503001;Caapora;PB
5002407;Caarapo;MS
2904803;Caatiba;BA
2503100;Cabaceiras;PB
2904852;Cabaceiras do Paraguacu;BA
3109451;Cabeceira Grande;MG
5204003;Cabeceiras;GO
2202059;Cabeceiras do Piaui;PI
2503209;Cabedelo;PB
1100031;Cabixi;RO
2602902;Cabo de Santo Agostinho;PE
3300704;Cabo Frio;RJ
3109501;Cabo Verde;MG
3508306;CabrAlia Paulista;SP
3508405;Cabreuva;SP
2603009;Cabrobo;PE
4203006;Cacador;SC
3508504;Cacapava;SP
4302808;Cacapava do Sul;RS
1100601;Cacaulandia;RO
4302907;Cacequi;RS
5102504;CAceres;MT
2904902;Cachoeira;BA
5204102;Cachoeira Alta;GO
3109600;Cachoeira da Prata;MG
5204201;Cachoeira de GoiAs;GO
3109709;Cachoeira de Minas;MG
3102704;Cachoeira de Pajeu;MG
1502004;Cachoeira do Arari;PA
1501956;Cachoeira do PiriA;PA
4303004;Cachoeira do Sul;RS
2503308;Cachoeira dos indios;PB
5204250;Cachoeira Dourada;GO
3109808;Cachoeira Dourada;MG
2102374;Cachoeira Grande;MA
3508603;Cachoeira Paulista;SP
3300803;Cachoeiras de Macacu;RJ
2603108;Cachoeirinha;PE
4303103;Cachoeirinha;RS
1703826;Cachoeirinha;TO
3201209;Cachoeiro de Itapemirim;ES
2503407;Cacimba de Areia;PB
2503506;Cacimba de Dentro;PB
2503555;Cacimbas;PB
2701209;Cacimbinhas;AL
4303202;Cacique Doble;RS
1100049;Cacoal;RO
3508702;Caconde;SP
5204300;Cacu;GO
2905008;Cacule;BA
2905107;Caem;BA
3109907;Caetanopolis;MG
2905156;Caetanos;BA
3110004;Caete;MG
2603207;Caetes;PE
2905206;Caetite;BA
2905305;Cafarnaum;BA
4103404;Cafeara;PR
4103453;Cafelandia;PR
3508801;Cafelandia;SP
4103479;Cafezal do Sul;PR
3508900;Caiabu;SP
3110103;Caiana;MG
5204409;Caiaponia;GO
4303301;Caibate;RS
4203105;Caibi;SC
2503605;Caicara;PB
4303400;Caicara;RS
2401859;Caicara do Norte;RN
2401909;Caicara do Rio do Vento;RN
2402006;Caico;RN
3509007;Caieiras;SP
2905404;Cairu;BA
3509106;CaiuA;SP
3509205;Cajamar;SP
2102408;Cajapio;MA
2102507;Cajari;MA
3509254;Cajati;SP
2503704;Cajazeiras;PB
2202075;Cajazeiras do Piaui;PI
2503753;Cajazeirinhas;PB
3509304;Cajobi;SP
2701308;Cajueiro;AL
2202083;Cajueiro da Praia;PI
3110202;Cajuri;MG
3509403;Cajuru;SP
2603306;Calcado;PE
1600204;Calcoene;AP
3110301;Caldas;MG
2503803;Caldas Brandao;PB
5204508;Caldas Novas;GO
5204557;Caldazinha;GO
2905503;Caldeirao Grande;BA
2202091;Caldeirao Grande do Piaui;PI
4103503;California;PR
4203154;Calmon;SC
2603405;Calumbi;PE
2905602;Camacan;BA
2905701;Camacari;BA
3110400;Camacho;MG
2503902;Camalau;PB
2905800;Camamu;BA
3110509;Camanducaia;MG
5002605;Camapua;MS
4303509;Camaqua;RS
2603454;Camaragibe;PE
4303558;Camargo;RS
4103602;CambarA;PR
4303608;CambarA do Sul;RS
4103701;Cambe;PR
4103800;Cambira;PR
4203204;Camboriu;SC
3300902;Cambuci;RJ
3110608;Cambui;MG
3110707;Cambuquira;MG
1502103;CametA;PA
2302602;Camocim;CE
2603504;Camocim de Sao Felix;PE
3110806;CampanArio;MG
3110905;Campanha;MG
2701357;Campestre;AL
3111002;Campestre;MG
4303673;Campestre da Serra;RS
5204607;Campestre de GoiAs;GO
2102556;Campestre do Maranhao;MA
4103909;Campina da Lagoa;PR
4303707;Campina das Missoes;RS
3509452;Campina do Monte Alegre;SP
4103958;Campina do Simao;PR
2504009;Campina Grande;PB
4104006;Campina Grande do Sul;PR
3111101;Campina Verde;MG
5204656;Campinacu;GO
5102603;CampinApolis;MT
3509502;Campinas;SP
2202109;Campinas do Piaui;PI
4303806;Campinas do Sul;RS
5204706;Campinorte;GO
2701407;Campo Alegre;AL
4203303;Campo Alegre;SC
5204805;Campo Alegre de GoiAs;GO
2905909;Campo Alegre de Lourdes;BA
